ID,Member Name,Department,Division,Date,Type,Role,Activity Type,Geographical Scope,Host,Country,Province,City,Hours,Education Presentation,Authorship,Title
8528,"Lewis, James",Medicine,Respirology,1996/09/04,Invited Lectures,,,International,International Society for Aerosols in Medicine Symposium,France,,Tours,,FALSE,,Aerosol Therapy With Small Volume Nebulizers: Laboratory to Bedside.
8529,"Lewis, James",Medicine,Respirology,1996/09/27,Invited Lectures,,,,The Third Great Lakes Lung Conference,,Ontario,Niagara-on-the-Lake,,FALSE,,Artificial Ventilation in the Mature Lung.
8530,"Lewis, James",Medicine,Respirology,1996/10/10,Invited Lectures,,,,1st Annual Respiratory Therapy Education Day,,Ontario,Ottawa,,FALSE,,Pulmonary Surfactant in Ventilation Induced Lung Injury.
8531,"Lewis, James",Medicine,Respirology,1996/11/22,Invited Lectures,,,International,"Aerosol Therapy Update Symposium, John Hopkins University",,Maryland,Baltimore,,FALSE,,Aerosol Delivery of Surfactant for Acute Lung Injury.
8532,"Lewis, James",Medicine,Respirology,1997/07/01,Invited Lectures,,,,World ICU Conference,,Ontario,Ottawa,,FALSE,,Surfactant Disturbances in ARDS.
8533,"Lewis, James",Medicine,Respirology,1997/10/16,Invited Lectures,,,International,"Dutch Asthma Foundation, University of Groningen",Netherlands,,Groningen,,FALSE,,Surfactant Abnormalities in ARDS.
8534,"Lewis, James",Medicine,Respirology,1997/10/17,Invited Lectures,,,International,"Dutch Asthma Foundation, University of Utrect",Netherlands,,Utrect,,FALSE,,Surfactant Aggregates in Acute Lung Injury.
8535,"Lewis, James",Medicine,Respirology,1997/11/15,Invited Lectures,,,,1997 Toronto Critical Care Medicine Symposium,,Ontario,Toronto,,FALSE,,Novel Approaches in the Management of ARDS - Surfactant Replacement Therapy & The Biology of Surfactant in Acute Lung Injury.
8536,"Lewis, James",Medicine,Respirology,1997/11/16,Invited Lectures,,,,1997 Toronto Critical Care Medicine Symposium,,Ontario,Toronto,,FALSE,,The Ventilator Circuit.
8537,"Lewis, James",Medicine,Respirology,1997/12/12,Invited Lectures,,,International,Association of Merseyside Intensive Care Units,United Kingdom,,Liverpool,,FALSE,,The Role of Surfactant Dysfunction in ARDS.
8538,"Lewis, James",Medicine,Respirology,1997/12/15,Invited Lectures,,,International,British Thoracic Society Winter Meeting,United Kingdom,,London,,FALSE,,Surfactant Therapy in ARDS from Models and Clinical Trials.
8539,"Lewis, James",Medicine,Respirology,1998/02/12,Invited Lectures,,,,"Department of Medicine Research Day, London Art and Historical Museum Lecture Theater",,Ontario,London,,FALSE,,Progress in Surfactant Research.
8540,"Lewis, James",Medicine,Respirology,1998/03/06,Invited Lectures,,,International,25th Annual Meeting of the Japanese Society of Intensive Care Medicine,Japan,,Tokyo,,FALSE,,The Importance of Mechanical Ventilation After Exogenous Surfactant Administration & Surfactant Alterations in Systemic Sepsis.
8541,"Lewis, James",Medicine,Respirology,1998/03/07,Invited Lectures,,,International,25th Annual Meeting of the Japanese Society of Intensive Care Medicine,Japan,,Tokyo,,FALSE,,Efficacy of Surfactant Instillation Therapy in ARDS in Adults.
8542,"Lewis, James",Medicine,Respirology,1998/10/11,Invited Lectures,,,International,Biomedical Engineering Society 1998 Annual Fall Meeting,,Ohio,Cleveland,,FALSE,,The Role of the Surfactant System in Ventilation Induced Lung Injury.
8543,"Lewis, James",Medicine,Respirology,1998/10/17,Invited Lectures,,,,Respiratory Therapy Society of Ontario,,Ontario,London,,FALSE,,Novel Approaches in Management of ARDS: Surfactant Replacement Therapy.
8544,"Lewis, James",Medicine,Respirology,1998/10/17,Invited Lectures,,,,Lawson Research Institute 15th Anniversary,,Ontario,London,,FALSE,,Can We Breath Easy?
8545,"Lewis, James",Medicine,Respirology,1998/10/22,Invited Lectures,,,International,Second European Conference on High Frequency Ventilation,Belgium,,,,FALSE,,The Effects of High Frequency Ventilation on Pulmonary Surfactant.
8546,"Lewis, James",Medicine,Respirology,1998/10/31,Invited Lectures,,,,Toronto Critical Care Medicine Symposium,,Ontario,Toronto,,FALSE,,Surfactant in Respiratory Failure.
8547,"Lewis, James",Medicine,Respirology,1999/02/09,Invited Lectures,Visiting Professor,,International,Emory University,,Georgia,Atlanta,,FALSE,,The Role of Surfactant Dysfunction in ARDS.
8548,"Lewis, James",Medicine,Respirology,1999/02/09,Invited Lectures,Visiting Professor,,International,Grady Memorial Hospital,,Georgia,Atlanta,,FALSE,,Surfactant Aggregates in Acute Lung Injury.
8549,"Lewis, James",Medicine,Respirology,1999/02/24,Invited Lectures,,,International,15th Annual CNMC Symposium on ECMO and Advanced Therapies for Respiratory Failure,,Colorado,Keystone,,FALSE,,ARDS: State-of-the-Art.
8550,"Lewis, James",Medicine,Respirology,1999/03/26,Invited Lectures,,,International,University of Pennsylvania Medical Center Institute for Environmental Medicine,,Pennsylvania,Philadelphia,,FALSE,,Surfactant Alterations in ARDS.
8551,"Lewis, James",Medicine,Respirology,1999/06/22,Invited Lectures,,,,London Clinical Research Association,,Ontario,London,,FALSE,,The Role of Surfactant in ARDS.
8552,"Lewis, James",Medicine,Respirology,1999/07/14,Invited Lectures,,,,,,Ontario,Toronto,,FALSE,,Overview of ARDS.
8553,"Lewis, James",Medicine,Respirology,1999/08/22,Invited Lectures,,,,,,Ontario,Huntsville,,FALSE,,Update on Surfactant Therapy Research in the Neonate Respiratory Syncytial Virus Infection & Related Issues in Infants: Current Approaches to Prevention & Treatment.
8554,"Lewis, James",Medicine,Respirology,1999/10/04,Invited Lectures,,,,VenticuteTM for the Treatment of ARDS Investigator's Meeting,,Ontario,Toronto,,FALSE,,Pulmonary Surfactant System in ARDS.
8555,"Lewis, James",Medicine,Respirology,1999/10/09,Invited Lectures,,,International,Pathology of the Surfactant System of the Mature Lung Conference,,California,San Diego,,FALSE,,Surfactant and Ventilator Induced Lung Injury.
8556,"Lewis, James",Medicine,Respirology,1999/10/13,Invited Lectures,,,International,European Respiratory Society 1999 Annual Congress,Spain,,Madrid,,FALSE,,Delivery and Efficacy of Surfactant Therapy in ARDS.
8557,"Lewis, James",Medicine,Respirology,1999/10/28,Invited Lectures,,,,1999 Toronto Critical Care Medicine Symposium,,Ontario,Toronto,,FALSE,,Surfactant - The Future.
8558,"Lewis, James",Medicine,Respirology,2000/01/18,Invited Lectures,,,,Hotel Dieu Hospital,,Ontario,Windsor,,FALSE,,The Role of Surfactant in Acute Lung Injury.
8559,"Lewis, James",Medicine,Respirology,2000/02/23,Invited Lectures,,,International,World Conference on Acute Lung Injury,Spain,,Canary Islands,,FALSE,,Surfactant Alterations in Acute Lung Injury.
8560,"Lewis, James",Medicine,Respirology,2000/02/24,Invited Lectures,,,International,World Conference on Acute Lung Injury,Spain,,Canary Islands,,FALSE,,Effects of Mechanical Ventilation on the Surfactant System.
8561,"Lewis, James",Medicine,Respirology,2000/03/02,Invited Lectures,,,,"Canadian Lung Transplant Study Group,",,Quebec,Mont Tremblant,,FALSE,,Donor Lung Surfactant Supplementation to Attenuate Reimplantation Response.
8562,"Lewis, James",Medicine,Respirology,2000/03/22,Invited Lectures,,,,,,Ontario,Toronto,,FALSE,,The Role of Surfactant Alterations in Sepsis & Exogenous Surfactant Treatment.
8563,"Lewis, James",Medicine,Respirology,2000/04/07,Invited Lectures,,,,7th Annual Resident’s Symposium,,Ontario,Niagara-on-the-Lake,,FALSE,,ARDS.
8564,"Lewis, James",Medicine,Respirology,2000/04/26,Invited Lectures,,,International,Northeastern Ohio Universities College of Medicine Residency Research Day,,Ohio,Akron,,FALSE,,The Role of Surfactant in ARDS.
8565,"Lewis, James",Medicine,Respirology,2000/05/09,Invited Lectures,,,,96th International American Thoracic Society Conference,,Ontario,Toronto,,FALSE,,Novel Therapies for Acute Lung Injury: A Glimpse into the Future.
8566,"Lewis, James",Medicine,Respirology,2000/09/27,Invited Lectures,,,,"Surfactant 2000, Floating Congress on the Rivers Mosel and Rhine",,,,,FALSE,,Surfactant Alterations in ARDS and Pneumonia.
8567,"Lewis, James",Medicine,Respirology,2000/09/29,Invited Lectures,,,International,3rd European-North American Consensus Conference on ARDS,Spain,,Barcelona,,FALSE,,Adjunctive Therapies to Improve Gas Exchange – Surfactant Therapy.
8568,"Lewis, James",Medicine,Respirology,2000/10/26,Invited Lectures,,,,Toronto Critical Care Medicine Symposium,,Ontario,Toronto,,FALSE,,Ventilation-Induced Surfactant Abnormalities.
8569,"Lewis, James",Medicine,Respirology,2000/10/27,Invited Lectures,,,,Toronto Critical Care Medicine Symposium,,Ontario,Toronto,,FALSE,,Contemporary Mechanical Ventilation – Adjuncts for ARDS – Surfactant.
8570,"Lewis, James",Medicine,Respirology,2000/10/28,Invited Lectures,,,,Toronto Critical Care Medicine Symposium,,Ontario,Toronto,,FALSE,,Exogenous Surfactant – Adult Perspective.
8571,"Lewis, James",Medicine,Respirology,2000/11/21,Invited Lectures,,,,,,Ontario,Toronto,,FALSE,,"ARDS Consensus. Toronto, ON"
8572,"Lewis, James",Medicine,Respirology,2001/01/29,Invited Lectures,,,International,"Byk Canada, Investigator’s Meeting",,Louisiana,New Orleans,,FALSE,,Rationale for Conducting the ARIVAL Trial: Preclinical Data to Support Early Treatment Of Acute Lung Failures with Surfactant.
8573,"Lewis, James",Medicine,Respirology,2001/02/23,Invited Lectures,,,,"Byk Canada, Venticute Education Session",,Alberta,Banff,,FALSE,,What is ARDS? What is the Role of Surfactant? Rationale for Exogenous Surfactant (Venticute).
8574,"Lewis, James",Medicine,Respirology,2001/02/27,Invited Lectures,,,,"Meakins-Christie Laboratories, McGill University,",,Quebec,Montreal,,FALSE,,The Role of the Surfactant System in Lung Injury.
8575,"Lewis, James",Medicine,Respirology,2001/04/19,Invited Lectures,,,International,7th International Conference on Mechanical Ventilation,Spain,,Seville,,FALSE,,The Role of the Surfactant System in Ventilation-Induced Lung Injury.
8576,"Lewis, James",Medicine,Respirology,2001/06/02,Invited Lectures,,,,Canadian Society of Respiratory Therapists,,Ontario,Toronto,,FALSE,,Surfactant: An Adult Perspective.
8577,"Lewis, James",Medicine,Respirology,2001/06/14,Invited Lectures,,,,"McGill University Symposium on Acute Lung Injury, McGill University",,Quebec,Montreal,,FALSE,,Surfactant.
8578,"Lewis, James",Medicine,Respirology,2001/10/19,Invited Lectures,,,,"The Toronto Critical Care Medicine Symposium,",,Ontario,Toronto,,FALSE,,Pharmacotherapy for ARDS – Surfactant.
8579,"Lewis, James",Medicine,Respirology,2001/10/29,Invited Lectures,,,International,The 8th World Congress of Intensive and Critical Care Medicine,Australia,,Sydney,,FALSE,,Role of Surfactant: Pathophysiology of ARDS.
8580,"Lewis, James",Medicine,Respirology,2001/11/30,Invited Lectures,,,International,Symposium of the Hans-Sigrist-Foundation,Switzerland,,Bern,,FALSE,,Clinical Applications of Pulmonary Surfactant.
8581,"Lewis, James",Medicine,Respirology,2002/02/01,Invited Lectures,,,,"Ontario Thoracic Society, Better Breathing 2002,",,Ontario,Toronto,,FALSE,,Role of Surfactant Therapy in Respiratory Infections.
8582,"Lewis, James",Medicine,Respirology,2002/04/23,Invited Lectures,,,,St. Joseph’s Healthcare,,Ontario,Hamilton,,FALSE,,Surfactant Therapy for ARDS – Is There a Future?
8583,"Lewis, James",Medicine,Respirology,2002/05/22,Invited Lectures,,,International,American Thoracic Society 2002,,Georgia,Atlanta,,FALSE,,Host Defense Functions of Surfactant.
8584,"Lewis, James",Medicine,Respirology,2002/07/21,Invited Lectures,,,,New Horizons in Critical Care,,Ontario,Windsor,,FALSE,,Treatment of ARDS/ALI.
8585,"Lewis, James",Medicine,Respirology,2002/07/24,Invited Lectures,,,International,"Federation of American Societies for Experimental Biology, Conference on Lung Surfactant: Cellular and Molecules Biology",,Vermont,Saxtons River,,FALSE,,ARDS and ARDS Clinical Trials.
8586,"Lewis, James",Medicine,Respirology,2002/10/10,Invited Lectures,Visiting Professor,,International,Children’s Hospital of Buffalo,,New York,Buffalo,,FALSE,,The Role of Surfactant in Acute Lung Injury.
8587,"Lewis, James",Medicine,Respirology,2002/11/13,Invited Lectures,,,International,4th Margaux Conference on Critical Illness,Portugal,,Sintra,,FALSE,,The Role of Exogenous Surfactant in Acute Lung Injury.
8588,"Lewis, James",Medicine,Respirology,2003/05/21,Invited Lectures,,,International,"American Thoracic Society, 99th International Conference",,Washington,Seattle,,FALSE,,Hyperoxia Alters Pulmonary Surfactant.
8589,"Lewis, James",Medicine,Respirology,2003/09/19,Invited Lectures,,,,"University of Guelph, Pathology Rounds",,Ontario,Guelph,,FALSE,,Update on Surfactant and ALI.
8590,"Lewis, James",Medicine,Respirology,2003/10/26,Invited Lectures,,,International,"American College of Chest Physicians, Sixty-Ninth Annual Assembly",,Florida,Orlando,,FALSE,,Surfactant – Where are we in 2003?
8591,"Lewis, James",Medicine,Respirology,2003/12/06,Invited Lectures,,,International,"Shanghai International Respiratory Symposium, Advances in lung Inflammation and Injury",China,,Shanghai,,FALSE,,Surfactant and Ventilator-Associated Lung Injury.
8592,"Lewis, James",Medicine,Respirology,2003/12/08,Invited Lectures,,,International,4th Military Medical School Conference,China,,Chongqing,,FALSE,,Surfactant Update.
8593,"Lewis, James",Medicine,Respirology,2004/03/26,Invited Lectures,,,International,European Conference on Pediatric and Neonatal Ventilation,Switzerland,,Montreux,,FALSE,,How Should Surfactant be Delivered?
8594,"Lewis, James",Medicine,Respirology,2004/03/26,Invited Lectures,,,International,European Conference on Pediatric and Neonatal Ventilation,Switzerland,,Montreux,,FALSE,,Role of Exogenous Surfactant in ALI/ARDS.
8595,"Lewis, James",Medicine,Respirology,2004/04/27,Invited Lectures,,,,"Pulmonary Research Initiative Seminar, UWO",,Ontario,London,,FALSE,,Surfactant Research in Lung Injury.
8596,"Lewis, James",Medicine,Respirology,2004/05/22,Invited Lectures,,,International,"Postgraduate Course, American Thoracic Society International Conference",,California,San Diego,,FALSE,,The role of surfactant in lung permeability.
8597,"Lewis, James",Medicine,Respirology,2004/06/04,Invited Lectures,,,International,Surfactant Meeting 2004,Germany,,Berlin,,FALSE,,Role of Surfactant in the Pathophysiology of ALI.
8598,"Lewis, James",Medicine,Respirology,2004/06/04,Invited Lectures,,,International,Surfactant Meeting 2004,Germany,,Berlin,,FALSE,,Role of Surfactant in Sepsis and Pneumonia.
8599,"Lewis, James",Medicine,Respirology,2004/07/27,Invited Lectures,,,International,FASEB 2004 Summer Research Conference,,Vermont,,,FALSE,,Treatment of ARDS: Update on Clinical Trials.
8600,"Lewis, James",Medicine,Respirology,2005/02/10,Invited Lectures,,,,St Joseph's Health Centre,,Ontario,London,,FALSE,,Asthma in Athletes.
8601,"Lewis, James",Medicine,Respirology,2005/04/14,Invited Lectures,,,,GlaxoSmithKline Sponsored Event,,Ontario,London,,FALSE,,Six at Seven Series.
8602,"Lewis, James",Medicine,Respirology,2005/05/12,Invited Lectures,,,,Robarts Research Institute Seminar,,Ontario,London,,FALSE,,The Role of Surfactant in Acute Lung Injury.
8603,"Lewis, James",Medicine,Respirology,2005/05/19,Invited Lectures,Keynote Speaker,,,UWO Department of Medicine Research Day,,Ontario,London,,FALSE,,The Clinician Scientist…is it still possible?
8604,"Lewis, James",Medicine,Respirology,2005/06/03,Invited Lectures,,,,Challenge in Critical Care 20th Annual Critical Care Conference,,Ontario,London,,FALSE,,The Role of Surfactant in Critical Care.
8605,"Lewis, James",Medicine,Respirology,2005/10/13,Invited Lectures,,,International,2nd Shanghai International Symposium on Respiratory Disease,China,,Shanghai,,FALSE,,Surfactant in Lung Injury: How Important Is It?
8606,"Lewis, James",Medicine,Respirology,2006/01/20,Invited Lectures,,,,LHSC – Victoria Campus,,Ontario,London,,FALSE,,The “New” Role of Surfactant in Lung Injury.
8607,"Lewis, James",Medicine,Respirology,2006/06/23,Invited Lectures,,,,Victoria Research Laboratories Seminar Series,,Ontario,London,,FALSE,,Lung-specific mediators contribute to multi-organ failure in ARDS.
8608,"Lewis, James",Medicine,Respirology,2007/02/06,Invited Lectures,,,,McMaster University,,Ontario,Hamilton,,FALSE,,Update on therapies for ALI/ARDS.
8609,"Lewis, James",Medicine,Respirology,2007/02/06,Invited Lectures,,,,McMaster University,,Ontario,Hamilton,,FALSE,,The role of surfactant in ALI and Multi?organ failure.
8610,"Lewis, James",Medicine,Respirology,2007/02/23,Invited Lectures,,,,LHSC-Victoria Campus,,Ontario,London,,FALSE,,The Role of Surfactant in ALI/ARDS and Multi-Organ Failure.
8611,"Lewis, James",Medicine,Respirology,2007/04/05,Invited Lectures,,,,"Dr. Robert Zhong Research Seminar, Department of Pathology, LHSC UH",,Ontario,London,,FALSE,,The Role of Surfactant in Acute Lung Injury and Multiorgan Failure.
8612,"Lewis, James",Medicine,Respirology,2007/06/04,Invited Lectures,,,International,Surfactant 2007 – Floating Congress,Germany,,River Elbe,,FALSE,,Role of the Surfactant System in Systemic Inflammation and Multi-Organ Failure.
8613,"Lewis, James",Medicine,Respirology,2007/06/08,Invited Lectures,,,International,Surfactant 2007 – Floating Congress,Germany,,River Elbe,,FALSE,,Future of Surfactant Therapy for ALI/ARDS.
8614,"Kim, Richard",Medicine,Clinical Pharmacology,1996/03/22,Conference Presentation,Invited Lecturer,Scientific Presentation,International,Annual Meeting of American Society for Clinical Pharmacology and Therapeutics,United States,Florida,Orlando,,FALSE,,Role of Drug Transporters In Drug Disposition
8615,"Kim, Richard",Medicine,Clinical Pharmacology,1996/05/24,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,"Department of Pharmacology, Wayne State University",United States,Michigan,Detroit,,FALSE,,CYP2E1 Activity In Vivo: Clinical Implications
8616,"Kim, Richard",Medicine,Clinical Pharmacology,1998/03/31,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Annual Meeting of American Society for Clinical Pharmacology and Therapeutics,United States,Louisiana,New Orleans,,FALSE,,Drug Transporters: Role In Drug Metabolism and Disposition
8617,"Kim, Richard",Medicine,Clinical Pharmacology,1998/04/16,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Department of Pharmaceutical Sciences, St. Jude’s Children’s Research Hospital",United States,Tennessee,Memphis,,FALSE,,"Drug Interactions, Drug Disposition, and Drug Transporters"
8618,"Kim, Richard",Medicine,Clinical Pharmacology,1998/07/08,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Gordon Research Conference On Drug Metabolism, Holderness School",United States,New Hampshire,Plymouth,,FALSE,,Transporters and Their Involvement In Drug Bioavailability
8619,"Kim, Richard",Medicine,Clinical Pharmacology,1998/07/31,Invited Lectures,Invited Lecturer,Scientific Presentation,National,Microsomes and Drug Oxidation,France,,Montpellier,,FALSE,,Evaluation of P-glycoprotein-Mediated Transport of Prototypical CYP3A Substrates Reveals the Overlap In Shared Substrates Is Incomplete
8620,"Kim, Richard",Medicine,Clinical Pharmacology,1998/11/18,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Annual Meeting of the American Association of Pharmaceutical Scientists,United States,California,San Francisco,,FALSE,,Interrelationship Between Substrates and Inhibitors of Human CYP3A and P-glycoprotein
8621,"Kim, Richard",Medicine,Clinical Pharmacology,1998/12/08,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Drug Information Association Symposium on Drug Interaction,United States,Pennsylvania,Philadelphia,,FALSE,,Role of P-glycoprotein Transporter In Drug Interactions
8622,"Kim, Richard",Medicine,Clinical Pharmacology,1999/02/18,Invited Lectures,Invited Lecturer,Scientific Presentation,National,Margarete Fischer-Bosche Institute for Clinical Pharmacology,Germany,,Stuttgart,,FALSE,,"CYP3A, P-glycoprotein, and Other Transport Systems: Recent Findings"
8623,"Kim, Richard",Medicine,Clinical Pharmacology,1999/04/07,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Center for Drug Evaluation and Research (CDER), Food and Drug Administration",United States,Maryland,Rockville,,FALSE,,Drug Transporters as Determinants of Drug Disposition and Interactions
8624,"Kim, Richard",Medicine,Clinical Pharmacology,1999/04/20,Invited Lectures,Invited Lecturer,Scientific Presentation,Regional,"Department of Medicine Grand Rounds, Royal University Hospital",Canada,Saskatchewan,Saskatoon,,FALSE,,Drug Transporters
8625,"Kim, Richard",Medicine,Clinical Pharmacology,1999/04/21,Invited Lectures,Invited Lecturer,Scientific Presentation,Regional,"Department of Pharmacology Research Seminar, University of Saskatchewan",Canada,Saskatchewan,Saskatoon,,FALSE,,Molecular Basis of Variability In Drug Response
8626,"Kim, Richard",Medicine,Clinical Pharmacology,1999/06/03,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Pfizer, Inc.",United States,Connecticut,Groton,,FALSE,,Coordinate Activity of Drug Uptake and Efflux Transporters In Drug Disposition
8627,"Kim, Richard",Medicine,Clinical Pharmacology,1999/06/17,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Abbott Laboratories,United States,Illinois,Abbott Park,,FALSE,,Drug Transporters (Not Just P-glycoprotein) In Drug Disposition and Interactions
8628,"Kim, Richard",Medicine,Clinical Pharmacology,1999/10/08,Invited Lectures,Invited Lecturer,Scientific Presentation,International,American College of Nurse Practitioners Clinical Symposium,United States,Tennessee,Nashville,,FALSE,,Clinically Significant Drug Interactions
8629,"Kim, Richard",Medicine,Clinical Pharmacology,1999/10/24,Invited Lectures,Invited Lecturer,Scientific Presentation,International,International Society for the Study of Xenobiotics,United States,Tennessee,Nashville,,FALSE,,"Pharmacogenetics of Drug Transporters, Short Course on Practical Aspects of Pharacogenetics/Pharmacogenomics: From Hype to Rational Understanding of Human Variability In Pharmacologic Response"
8630,"Kim, Richard",Medicine,Clinical Pharmacology,1999/10/26,Invited Lectures,Invited Lecturer,Scientific Presentation,International,International Society for the Study of Xenobiotics,United States,Tennessee,Nashville,,FALSE,,Coordinate Activity of Drug Uptake and Efflux Transporters In Drug Disposition and Drug Interactions
8632,"Kim, Richard",Medicine,Clinical Pharmacology,1999/11/14,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Annual Meeting of the American Association of Pharmaceutical Scientists, Short Course on Drug Interactions",United States,California,San Francisco,,FALSE,,Drug Transporters In Drug Interactions
8633,"Kim, Richard",Medicine,Clinical Pharmacology,1999/12/09,Invited Lectures,Invited Lecturer,Scientific Presentation,International,AAPS/FDA Workshop on Drug-Drug and Drug-Food Interactions,United States,Virginia,Arlington,,FALSE,,Role of P-glycoprotein and Other Transporters
8634,"Kim, Richard",Medicine,Clinical Pharmacology,2000/02/23,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Lilly Research Laboratories,United States,Indiana,Indianapolis,,FALSE,,Drug Uptake and Efflux Transporters In Drug Disposition and Drug-Drug Interactions
8635,"Kim, Richard",Medicine,Clinical Pharmacology,2000/02/04,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,"Department of Pharmacy, University of Toronto",Canada,Ontario,Toronto,,FALSE,,Transport Systems and Drug Response
8636,"Kim, Richard",Medicine,Clinical Pharmacology,2000/03/18,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Annual Meeting of the American Society for Clinical Pharmacology and Therapeutics,United States,California,Los Angeles,,FALSE,,"The Emerging Field of Drug Transporters: Relevance to Drug Disposition and Response, ASCPT Young Investigator Award Lecture"
8637,"Kim, Richard",Medicine,Clinical Pharmacology,2000/03/23,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Drug Metabolism: Innovations In Discovery and Development,United States,Pennsylvania,Philadelphia,,FALSE,,Drug Transporters As Determinants of Drug Disposition
8638,"Kim, Richard",Medicine,Clinical Pharmacology,2000/03/24,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Astra-Zeneca,United States,Pennsylvania,Philadelphia,,FALSE,,Drug Transporters As Determinants of Drug Disposition and Interactions
8639,"Kim, Richard",Medicine,Clinical Pharmacology,2000/04/07,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,"Department of Pharmacology Research Seminar, University of Saskatchewan",Canada,Saskatchewan,Saskatoon,,FALSE,,Pharmacogenetics and Drug Therapy
8640,"Kim, Richard",Medicine,Clinical Pharmacology,2000/04/09,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,Pharmacology for Internists,Canada,Saskatchewan,Moose Jaw,,FALSE,,"Drug Interactions and “COX-II Inhibitors,”"
8641,"Kim, Richard",Medicine,Clinical Pharmacology,2000/04/17,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Department of Pharmacology, University of Kentucky",United States,Kentucky,Lexington,,FALSE,,Interplay Between Drug Transporters and Drug Metabolizing Enzymes: In Vitro to In Vivo Relevance
8642,"Kim, Richard",Medicine,Clinical Pharmacology,2000/04/27,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Pharmacia,United States,Michigan,Kalamazoo,,FALSE,,Drug Transporters As Determinants of Drug Disposition and Interactions
8643,"Kim, Richard",Medicine,Clinical Pharmacology,2000/06/06,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Drug Metab Dispo Best Paper of 1999 Award Lecture, Annual Meeting of The American Society for Pharmacology and Experimental Therapeutics",United States,Massachusetts,Boston,,FALSE,,Interplay Between Drug Uptake and Efflux Transporters In Drug Disposition
8644,"Kim, Richard",Medicine,Clinical Pharmacology,2000/06/29,Invited Lectures,Invited Lecturer,Scientific Presentation,National,Merck-kGaA,Germany,,Darmstadt,,FALSE,,Impact of Transport Proteins On Drug Disposition and Implications of Pharmacogenetics/ Pharmacogenomics On Drug Research and Development
8645,"Kim, Richard",Medicine,Clinical Pharmacology,2000/06/30,Invited Lectures,Invited Lecturer,Scientific Presentation,National,Pfizer-UK,United Kingdom,,Sandwich,,FALSE,,Importance of Drug Transporters In Drug Disposition
8646,"Kim, Richard",Medicine,Clinical Pharmacology,2000/07/03,Invited Lectures,Invited Lecturer,Scientific Presentation,National,Bayer,Germany,,Wuppertal,,FALSE,,Drug Transporters and Drug Development
8647,"Kim, Richard",Medicine,Clinical Pharmacology,2000/07/05,Invited Lectures,Invited Lecturer,Scientific Presentation,National,BYK-Gulden,Germany,,Konstanz,,FALSE,,Drug Uptake and Efflux Transporters As Determinants of Drug Disposition and Interactions
8648,"Kim, Richard",Medicine,Clinical Pharmacology,2000/08/11,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Gordon Research Conference on Medicinal Chemistry, Colby-Sawyer College",United States,New Hampshire,New London,,FALSE,,Drug Uptake and Efflux Transporters and Drug Clearance Predictions
8649,"Kim, Richard",Medicine,Clinical Pharmacology,2000/08/25,Invited Lectures,Invited Lecturer,Scientific Presentation,International,UCB,United States,Massachusetts,Cambridge,,FALSE,,Importance of Drug Transporters In Drug Disposition: Implications for Drug Discovery and Development
8650,"Kim, Richard",Medicine,Clinical Pharmacology,2000/08/28,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"University of Tennessee, College of Pharmacy",United States,Tennessee,Memphis,,FALSE,,Drug Transporters In Drug Disposition and Response
8651,"Kim, Richard",Medicine,Clinical Pharmacology,2000/09/15,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Third Annual Land O’Lakes Conference on Drug Metabolism/Applied Pharmacokinetics,United States,Wisconsin,Merrimac,,FALSE,,The Role of P-glycoprotein (P-gp) In Drug-Drug Interactions
8652,"Kim, Richard",Medicine,Clinical Pharmacology,2000/09/19,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Boehringer Ingelheim,United States,Connecticut,Ridgefield,,FALSE,,Integration of Drug Transporters to the Drug Discovery/Development Process
8653,"Kim, Richard",Medicine,Clinical Pharmacology,2000/10/12,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Bristol-Meyers-Squibb,United States,New Jersey,Princeton,,FALSE,,Drug Transporters as Determinants of Drug Disposition and Interactions
8654,"Kim, Richard",Medicine,Clinical Pharmacology,2000/10/19,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Merck Frosst Canada and Co., Pointe Claire",Canada,Quebec,Dorval,,FALSE,,Drug Uptake and Efflux Transporters In Drug Disposition and Drug-Drug Interactions
