ID,Member Name,Department,Division,Start Date,End Date,Funding Type,Status,Peer Reviewed?,Industry Grant?,Role,Title,Grant Purpose,Area,Principal Investigator,Co-Investigators,Administered By,Funding Source,Total Amount
3576,"Moote, David William",Medicine,Allergy,1988,1989,Grants,Funded,FALSE,TRUE,Co-Investigator,Double-blind group comparative study to compare the ef?cacy of nedocromil sodium 1% aqueous nasal spray and placebo in the treatment of perennial allergic rhinitis,,,,"DW Moote, JA Mazza, et. al",,Fisons,
3577,"Moote, David William",Medicine,Allergy,1989,,Grants,Funded,FALSE,TRUE,Co-Investigator,To evaluate the effects of changing dosage forms from Theo-Dur twice daily to an evening 24-hour theophylline sustained-release tablet in patients with reversible airway obstruction,,,,"DW Moote, JA Mazza, et. al",,Schering Canada Inc,
3578,"Moote, David William",Medicine,Allergy,1989,1990,Grants,Funded,FALSE,TRUE,Co-Investigator,"A multicentre, double blind, comparative evaluation of ketotifen vs. placebo in the treatment of chronic idiopathic urticaria",,,,"DW Moote, JA Mazza, et. al",,Sandoz,
3579,"Moote, David William",Medicine,Allergy,1990,,Grants,Funded,FALSE,TRUE,Co-Investigator,A multicentre diskhaler/Ventodisk system safety profile and handling study in patients with reversible airways obstruction,,,"DW Moote, et. al",,,Glaxo,
3580,"Moote, David William",Medicine,Allergy,1990,,Grants,Funded,FALSE,TRUE,Co-Investigator,Efficacy of loratadine vs. placebo in the prophylactic treatment of seasonal allergic rhinitis,,,,"DW Moote, JA Mazza, et. al",,Schering Canada Inc,
3581,"Moote, David William",Medicine,Allergy,1990,,Grants,Funded,FALSE,TRUE,Co-Investigator,Pulmicort (budesonide) Turbuhaler given once daily as a maintenance treatment in mild asthma: morning or evening administration in comparison with twice daily administration and placebo,,,,"DW Moote, JA Mazza, et. al",,"Aastra Aerospace Inc. (Downsview, ON)",
3582,"Moote, David William",Medicine,Allergy,1990,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A multicentre, randomized, double blind placebo controlled, cross over comparison of 50 µg salmeterol administered twice daily, and 200 µg salbutamol administered four times daily",,,,"DW Moote, JA Mazza,",,Glaxo,
3583,"Moote, David William",Medicine,Allergy,1990,,Grants,Funded,FALSE,TRUE,Co-Investigator,Efficacy of SCH 434 vs. chlorpheniramine maleate and pseudoephedrine sulfate combination in the treatment of seasonal allergic rhinitis,,,,"DW Moote, JA Mazza, et. al",,Schering Canada Inc,
3584,"Moote, David William",Medicine,Allergy,1991,,Grants,Funded,FALSE,TRUE,Co-Investigator,Pulmicort (budesonide) Turbuhaler given once daily as a maintenance treatment in mild asthma. Morning or evening administration in comparison with twice daily administration,,,,"DW Moote, JA Mazza, et. al",,"Aastra Aerospace Inc. (Downsview, ON)",
3585,"Moote, David William",Medicine,Allergy,1991,1991,Grants,Funded,FALSE,TRUE,Principal Investigator,Inhaled salmeterol in adolescent and adult patients with mild to moderate chronic reversible obstructive airways disease,Operating Grant,,DW Moote,"JA Mazza, et. al",,Glaxo,
3586,"Moote, David William",Medicine,Allergy,1991,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A multi centre comparative study of the efficacy, safety of cetirizine versus loratadine & placebo in the treatment of seasonal allergic rhinitis",,,,"DW Moote, JA Mazza, et. al",,Pfizer Canada Inc,
3587,"Moote, David William",Medicine,Allergy,1991,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A Multicentre, double-blind, double-dummy group comparative study to compare the efficacy of tipredane nasal spray at a dose level of 800 µg once daily, beclomethasone dipropionate nasal spray at a dose level of 200 µg twice daily, and placebo in adult patients with seasonal allergic rhinitis caused by ragweed pollen",,,,"DW Moote, JA Mazza, et. al",,Fisons,
3588,"Moote, David William",Medicine,Allergy,1991,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A double blind comparison of Rhinocort® (budesonide) aqua, MDI and placebo in the treatment of seasonal allergic rhinitis",,,,"DW Moote, JA Mazza, et. al",,"Aastra Aerospace Inc. (Downsview, ON)",
3589,"Moote, David William",Medicine,Allergy,1992,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A double blind dummy group comparative study assessing the safety and efficacy of tipredane nasal spray at dose levels of 400 µg b.i.d., 1600 µg b.i.d., 6400 µg b.i.d., beclomethasone dipropionate nasal spray at a dose level of 200 µg b.i.d., and placebo in patients with seasonal allergic rhinitis",,,,"DW Moote, JA Mazza, et. al",,Fisons,
3590,"Moote, David William",Medicine,Allergy,1992,,Grants,Funded,FALSE,TRUE,Co-Investigator,"Efficacy and safety of Long term inhaled salmeterol and beclomethasone dipropionate in corticosteroid naive children with mild to moderate, chronic, stable asthma",,,,"DW Moote, JA Mazza, B Lyttle et. al",,Glaxo,
3591,"Moote, David William",Medicine,Allergy,1992,1993,Grants,Funded,FALSE,TRUE,Co-Investigator,"Double-blind, comparative study of SCH 434 b.i.d. vs. components in the treatment of common cold",,,,"DW Moote, JA Mazza, et. al",,Schering Canada Inc,
3592,"Moote, David William",Medicine,Allergy,1992,1993,Grants,Funded,FALSE,TRUE,Co-Investigator,"A placebo-controlled, dose comparative study of Rhinocort Aqua in patients with perennial rhinitis",,,,"DW Moote, JA Mazza, et. al",,"Aastra Aerospace Inc. (Downsview, ON)",
3593,"Moote, David William",Medicine,Allergy,1992,,Grants,Funded,FALSE,TRUE,Co-Investigator,Efficacy and safety of mometasone furoate aqueous nasal spray in treatment of seasonal allergic rhinitis,,,,"JA Mazza, DW Moote, et. al",,Schering Canada Inc,
3594,"Moote, David William",Medicine,Allergy,1993,,Grants,Funded,FALSE,TRUE,Co-Investigator,Livostin® (levocabastine) nasal spray and eyedrops in the treatment of seasonal allergic rhinoconjunctivitis,,,,"JA Mazza, DW Moote, et. al",,Janssen,
3595,"Moote, David William",Medicine,Allergy,1993,,Grants,Funded,FALSE,TRUE,Co-Investigator,Nedocromil sodium—an anti-inflammatory asthma medication in the treatment of chronic cough,,,,"DG McCormack, DW Moote, JA Mazza",,Fisons,
3596,"Moote, David William",Medicine,Allergy,1993,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A multi-center, randomized, double-blind, double-dummy, parallel-group study to determine the clinical equivalence of salmeterol xinafoate 50 µg twice daily delivered via a Multi Dose Powder-Inhaler (MDPI) or Diskhaler®(DH) in adolescent and adult patients with reversible airways disease",,,,"JA Mazza, DW Moote, et. al",,Glaxo,
3597,"Moote, David William",Medicine,Allergy,1993,,Grants,Funded,FALSE,TRUE,Co-Investigator,Study of effects of Zileuton 400 mg qid and 600 mg qid plus low dose of beclomethasone compared to high dose of beclomethasone in asthma outside the United States,,,,"JA Mazza, DW Moote, et. al",,Abbott,
3598,"Moote, David William",Medicine,Allergy,1994,,Grants,Funded,FALSE,TRUE,Principal Investigator,"A multi-center, double-blind placebo controlled trial of Accolate in mild to moderate asthmat patients needing chronic treatment: 13 week efficacy and up to a one year open label safety extension",,,,,,Zeneca,
3599,"Moote, David William",Medicine,Allergy,1994,,Grants,Funded,FALSE,TRUE,Co-Investigator,Efficacy and safety of mometasone furoate aqueous nasal spray versus Beconase Aq. and placebo in the treatment of perennial allergic rhinitis,,,,,,Schering Canada Inc,
3600,"Moote, David William",Medicine,Allergy,1994,,Grants,Funded,FALSE,TRUE,Principal Investigator,Longterm safety of mometasone furoate aqueous nasal spray in perennial rhnitis patients,,,,,,Schering Canada Inc,
3601,"Moote, David William",Medicine,Allergy,1994,1995,Grants,Funded,FALSE,TRUE,Principal Investigator,Efficacy and safety of mometasone furoate aqueous nasal spray versus placebo and Flonase in seasonal allergic rhinitis patients,,,,,,Schering Canada Inc,
3602,"Moote, David William",Medicine,Allergy,1994,1995,Grants,Funded,FALSE,TRUE,Principal Investigator,"A multi-centre, double-blind, randomized, 6 month, parallel-group study to compare the efficacy and safety of fluticasone propionate (FP) 2000µg daily via the diskhaler with budesonide (BUD) 2000 µg daily via the turbuhaler in adult patients with severe, reversible airways disease",,,,,,Glaxo,
3603,"Moote, David William",Medicine,Allergy,1995,,Grants,Funded,FALSE,TRUE,Principal Investigator,"Multi-center randomized, double-blind, parallel-group study to determine the clinical equivalence between fluticasone propionate 500 µg once daily and fluticasone propionate 250 µg twice daily both delivered via the metered-dose inhaler (MDI) in patients with moderate asthma",,,,,,Glaxo,
3604,"Moote, David William",Medicine,Allergy,1995,,Grants,Funded,FALSE,TRUE,Principal Investigator,A studye of the safety and efficacy of Allervax Ragweed for treatment of allergy symptoms induced by natural exposure to a ragweed pollen season,,,,,,Marion Merrell Dow,
3605,"Moote, David William",Medicine,Allergy,1995,,Grants,Funded,FALSE,TRUE,Principal Investigator,"A multi-center, randomized, placebo-controlled, double-blind, tow period, parallel-group study to assess the clinical effect of MK-0476 with concomitant administration of a removal of inhaled beclomethasone in asthmatic patients",,,,,,Merck Frosst Canada Inc,
3606,"Moote, David William",Medicine,Allergy,1995,,Grants,Funded,FALSE,TRUE,Principal Investigator,"A multicenter, double-blind, placebo-controlled, parallel-group comparison safety and efficacy of Pranlukast (SB 205312) 75 and 150 mg bid with Claritin 10 mg uid in patients with seasonal allergic rhinitis",,,,,,SmithKline & Beecham,
3607,"Moote, David William",Medicine,Allergy,1995,,Grants,Funded,FALSE,TRUE,Principal Investigator,"A multi-center, double-blind, efficacy trial to compare Accolate (CAC 204219) given at 160 mg/day with placebo over 13 weeks to subjects with chronic severe asthma",,,,,,Zeneca,
3608,"Moote, David William",Medicine,Allergy,Jan-95,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A double-blind randomized, parallel study comparing the efficacy and safety of fexofenadine 60 mg bid, 120 mg qid, and placebo in treatment of perennial allergic rhinitis",,,,,,Hoechst Marion Roussel Canada,
3609,"Moote, David William",Medicine,Allergy,Mar-95,,Grants,Funded,FALSE,TRUE,Co-Investigator,Comparison of fexofenadine versus loratadine in seasonal allergic rhinitis,,,,,,Hoechst Marion Roussel Canada,
3610,"Moote, David William",Medicine,Allergy,Aug-96,,Grants,Funded,FALSE,TRUE,Co-Investigator,Comparative study of the safety and efficacy of a twice-daily fexofenadine HCI 60 mg-pseudoephedrine HCI 120 mg combination versus its components alone in the management of ragweed seasonal allergy,,,,,,Hoechst Marion Roussel Canada,
3612,"Moote, David William",Medicine,Allergy,Jan-97,,Grants,Funded,FALSE,TRUE,Principal Investigator,"One month, double-blind efficacy and safety study of mometasone furoate aqueous nasal spray vs. placebo, followed by six-month open-label safety in children with allergic rhinitis",,,,,,Schering Canada Inc,
3613,"Moote, David William",Medicine,Allergy,1997,,Grants,Funded,FALSE,TRUE,Principal Investigator,Efficacy and safety of three daily dose levels of mometasone furoate dry powder in the treatment of asthmatics requiring high dose inhaled corticosteroids,,,,,,Schering Canada Inc,
3614,"Moote, David William",Medicine,Allergy,1997,,Grants,Funded,FALSE,TRUE,Principal Investigator,"A multi-centre, randomized, double-blind parallel group clinical trial to assess the long-term (52 weeks) safety of fluticasone propionate 500 µg bid administered by pressurized metered dose inhaler propelled by GR106642X propellant in comparison with propellants 11 and 12 in adolescent and adult subjects with asthma",,,,,,Glaxo Wellcome Inc,
3615,"Moote, David William",Medicine,Allergy,Sep-97,,Grants,Funded,FALSE,TRUE,Principal Investigator,A clinical and economic comparison of formoterol turbuhaler versus salmeterol and salbutamol pMDI in asthmatic patients not well controlled on inhaled steroid therapy,,,,,,"Aastra Aerospace Inc. (Downsview, ON)",
3616,"Moote, David William",Medicine,Allergy,Sep-97,,Grants,Funded,FALSE,TRUE,Co-Investigator,A multicenter randomized trial comparing the safety and efficacy of flunisolide administered with an AeroChamber and budesonide administered with a turbuhaler in patients with moderated asthma,,,,,,Forest Laboratories Inc,
3617,"Moote, David William",Medicine,Allergy,Nov-97,,Grants,Funded,FALSE,TRUE,Principal Investigator,Efficacy and safety of mometasone furoate HFA-227 metered dose inhaler and fluticasone propionate CFC metered dose inhaler in the treatment of asthma in subjects maintained on inhaled corticosteroids,,,,,,Schering Canada Inc,
3618,"Moote, David William",Medicine,Allergy,Jan-98,,Grants,Funded,FALSE,TRUE,Principal Investigator,"12 Weeks treatment with 200 or 800 µg/d ciclesonide versus placebo followed by a 40 weeks treatment with ciclesonide in asthmatic patients. A double-blind, randomized parallel group study with an open label extension",,,,,,Altana Pharma Inc. (formerly BYK Canada Inc.),
3619,"Moote, David William",Medicine,Allergy,Jan-98,,Grants,Funded,FALSE,TRUE,Co-Investigator,"12 Weeks treatment with 200 or 800 µg/d ciclesonide versus placebo followed by a 40 weeks treatment with ciclesonide in asthmatic patients. A double-blind, randomized parallel group study with an open label extension",,,,,,Altana Pharma Inc. (formerly BYK Canada Inc.),
3620,"Moote, David William",Medicine,Allergy,Oct-98,,Grants,Funded,FALSE,TRUE,Principal Investigator,"A 12-month, open-label, stratified study to assess the long-term safety of salmeterol/fluticasone propionate/GR106642X inhalation aerosol at doses of 50/100µg, 50/250µg and 50/500µg bd in adolescent and adult subjects with asthma",,,,,,Glaxo Wellcome Inc,
3621,"Moote, David William",Medicine,Allergy,,,Grants,Funded,FALSE,TRUE,Co-Investigator,"Inhaled ciclesonide 400 ug once daily versus inhaled budesonide 400 ug once daily in patients with mild to moderate asthma. A double-blind, randomized, parallel group study",,,,"J Mazza, DW Moote, KB Payton",,Altana Pharma Inc. (formerly BYK Canada Inc.),
3622,"Moote, David William",Medicine,Allergy,,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A multicentre randomized double-blind, double-dummy parallel group study to assess the long-term (six months) safety of intranasal fluticasone propionate aqueous nasal spray (FPANS) 200 ug once daily in comparison with fluticasone propionate nasal aerosol in adults and adolescents with perennial allergic rhinitis",,,,"J Mazza, DW Moote, KB Payton",,Glaxo-Wellcome,
3623,"Moote, David William",Medicine,Allergy,,,Grants,Funded,FALSE,TRUE,Co-Investigator,Efficacy and safety of SCH 34117 (descarboethoxy - loratadine or DCL) in the treatment of patients with chronic idiopathic urticaria,,,,"J Mazza, DW Moote, KB Payton",,Schering Canada Inc,
3624,"Moote, David William",Medicine,Allergy,,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A Phase IIIB, randomized parallel group open study to compare the oropharyngeal topical safety, the acceptability and the clinical efficacy of triamcinolone acetonide HFA - 134A 225 mcg inhalation aerosol to budesonide dry powder inhaler in inhaled steroid dependent adult asthmatics",,,,"J Mazza, DW Moote, KB Payton",,Rhone-Poulenc Rorer,
3625,"Moote, David William",Medicine,Allergy,Jul-99,,Grants,Funded,FALSE,TRUE,Co-Investigator,Efficacy and safety of SCH 34117 compared to Cetirizine in the treatment of patients with seasonal allergic rhinitis,,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,Schering Canada Inc,
3626,"Moote, David William",Medicine,Allergy,Jan-00,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A multicentre, double-blind, randomized, parallel-group study investigating the clinical effect of montelukast/loratadine in patients with seasonal allergic rhinitis - Spring study",,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,Merck Frosst Canada & Co,
3627,"Moote, David William",Medicine,Allergy,Feb-00,,Grants,Funded,FALSE,TRUE,Principal Investigator,"A randomized, double-blind, parallel group comparison of the safety and efficacy of three once daily doses of BAY 19-8004 with placebo and montelukast 10 mg daily in patients with symptomatic asthma",,,,,,Bayer Inc,
3628,"Moote, David William",Medicine,Allergy,Aug-00,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A 12 week, randomized, double-blind, parallel group study to compare the efficacy and safety of salmeterol/fluticasone propionate/GR106642X (25/50 µg x 2 inhalations) bid with fluticasone propionate (125 µg x 2 inhalations bid in adolescent and adult patients with mild to moderate asthma",,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,Glaxo Wellcome Inc,
3629,"Moote, David William",Medicine,Allergy,Aug-00,,Grants,Funded,FALSE,TRUE,Co-Investigator,Real life effectiveness of Oxeze turbuhaler as needed in asthmatic patients during six months (RELIEF),,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,AstraZeneca (UK),
3630,"Moote, David William",Medicine,Allergy,Sep-00,,Grants,Funded,FALSE,TRUE,Co-Investigator,An assessment of safety and efficacy in treating moderated to sever asthmatics with inhaled ciclesonide 400 µg bid (800 µg/day) versus inhaled fluticasone propionate 500 µg bid (1000 µg/day),,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,Byk Canada Inc,
3631,"Moote, David William",Medicine,Allergy,01-Apr,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A Multicentre, double-blind, randomized, parallel-group study investigating the clinical effect of montelukast in patients with seasonal allergic rhinitis",,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,Merck Frosst Canada Inc,
3632,"Moote, David William",Medicine,Allergy,01-May,,Grants,Funded,FALSE,TRUE,Co-Investigator,Efficacy and Safety of Symbicort (budesonide/formoterol) turbuhaler as single therapy in patients with moderate–severe asthma (STEP study),,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,AstraZeneca,
3633,"Moote, David William",Medicine,Allergy,01-Sep,,Grants,Funded,FALSE,TRUE,Co-Investigator,The effectiveness and safety of an individualized Symbicort turbuhaler maintenance dosing regimen versus Symbicort turbuhaler given as regular twice daily therapy (SMART study),,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,AstraZeneca,
3634,"Moote, David William",Medicine,Allergy,02-Apr,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A randomized, double-blind, placebo controlled, parallel group, 12-week trial evaluating the efficacy and safety of fluticasone propionate/salmeterol diskus combination product 250/50 µg once daily versus fluticasone propionate/salmeterol diskus combination product 100/50 µg twice daily versus fluticasone propionate diskus 250 µg once daily versus placebo in symptomatic adolescent and adult subjects with asthma that is not controlled on short-acting beta2-agonists alone",,,,,,GlaxoSmithKline,
3635,"Moote, David William",Medicine,Allergy,02-Apr,,Grants,Funded,FALSE,TRUE,Co-Investigator,comparison of fluticasone (250 µg bid) and ciclesonide (400 µg od in the morning or evening) in asthma therapy (COMFORT),,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,Altana Pharma Inc. (formerly BYK Canada Inc.),
3636,"Moote, David William",Medicine,Allergy,03-Sep,,Grants,Funded,FALSE,TRUE,Co-Investigator,"Comparison of ciclesonide (400µg od via MDI) and fluticasone propionate (200µg bid via Diskus in the treatment of moderate asthma. A randomized, open label, parallel group multi-centre study",,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,Altana Pharma Inc. (formerly BYK Canada Inc.),
3637,"Moote, David William",Medicine,Allergy,03-Nov,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A randomized, double-blind, placebo-controlled, parallel-group, Phase 3 clinical trial to assess the safety and efficacy of ciclesonide (200 µg once daily) applied as a nasal spray in the treatment of perennial allergic rhinitis (PAR) in patients 12 years and older",,,,,,Altana Pharma Inc. (formerly BYK Canada Inc.),
3638,"Moote, David William",Medicine,Allergy,04-Apr,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A randomized, double-blind, placebo-controlled, parallel-group, phase 3 clinical trial designed to assess the efficacy and safety of ciclesonide applied as a nasal spray at three dose levels (200µg, 100µg, or 25µg, once daily) in the treatment of perennial allergic rhinitis (PAR) in patients 6-11 years of age",,,,"Dr. J.A. Mazza, Dr. D.W. Moote, Dr. K.B. Payton",,Altana Pharma Inc. (formerly BYK Canada Inc.),
3639,"Moote, David William",Medicine,Allergy,04-May,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A comparison of Symbicort single inhaler therapy (Symbicort 200 Turbuhaler 1 inhaler b.i.d. plus as needed) and conventional best practice in the treatment of persistent asthma in adolescents and adults – 2 26 week randomized, open-label, parallel group, multicentre study",,,,"Dr. J.A. Mazza, Dr. D.W. Mazza, Dr. K.B. Payton",,AstraZeneca,
3640,"Moote, David William",Medicine,Allergy,2006,,Grants,Funded,FALSE,TRUE,Principal Investigator,"A Randomized, Double-blind, Placebo-controlled, Parallel Group, Stratified, Multi-center, 12-week Study Comparing the Safety and Efficacy of Fluticasone and Formoterol Combination (FlutiForm 100/10µg twice daily) in a Single Inhaler (SkyePharma HFA pMDI) with the Administration of Placebo or Fluticasone (100 µg twice daily) and Formoterol (10 µg twice daily) Alone in Adolescent and Adult Patients with Mild To Moderate Asthma",,,,,,Skye Pharma/MDS,
3641,"Moote, David William",Medicine,Allergy,2006,,Grants,Funded,FALSE,TRUE,Co-Investigator,"A 6-month randomized, double-blind, parallel-group-, multicentre, placebo-controlled Phase II study to compare anti-asthmatic effect and safety of esomeprazole (Nexium) 40 mg twice daily or 40 mg once daily with placebo in adults with asthma",,,,,,AstraZeneca (UK),
3666,"Paul, Terri",Medicine,Endocrinology,2005,08-Dec,Clinical Trials,Funded,FALSE,FALSE,Principal Investigator,The effect of thyroid hormone suppression on bone mineral density in patients treated for differentiated thyroid carcinoma.,Clinical Trial,Research,Dr. T Paul,,,,
3667,"Paul, Terri",Medicine,Endocrinology,01-Jan,2006,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,"Randomized, double-blind, safety and efficacy trial with intravenous zolendronic acid for treatment of Paget’s disease of bone using Risedronate as a comparator. (Novartis)",Clinical Trial,Research,Dr. A Hodsman,Dr. T Paul Dr. R Crilly,,Novartis Pharmaceuticals Corporation,"$4,615.00 "
3668,"Paul, Terri",Medicine,Endocrinology,06-May,2010,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,Fracture Incidence Reduction and Safety of TSE-424 (Bazedoxifene Acetate) Compared to Placebo and Raloxifene in Osteoporotic Postmenopausal Women. EXTENSION STUDY,Clinical Trial,Research,Dr. A Hodsman,Dr. T Paul Dr. R Crilly,,Wyeth Research,
3669,"Paul, Terri",Medicine,Endocrinology,06-Jun,2010,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,The Effect of Teriparatide Compared with Risedronate on Back Pain in Postmenopausal Women with Osteoporotic Vertebral Fractures. (ELI LILLY),Clinical Trial,Research,Dr. A Hodsman,Dr. T Paul Dr. R Crilly,,,
3670,"Paul, Terri",Medicine,Endocrinology,06-Sep,2010,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,A Randomized Study to Evaluate Safety and Efficacy of Transitioning Therapy From Alendronate to Denosumab (AMG 162) in Postmenopausal Women with Low Bone Mineral Density.,Clinical Trial,Research,Dr. A Hodsman,Dr. T Paul Dr. R Crilly,,"Amgen Canada Inc (Mississauga, ON)",
3671,"Paul, Terri",Medicine,Endocrinology,04-May,07-May,Clinical Trials,Funded,FALSE,TRUE,Principal Investigator,A Multicenter Double-Blind Randomized Active-Controlled Parallel Group Noninferiority Study Comparing 75 mg Risedronate Dosed on Two Consecutive Days Monthly with 5 mg daily Risedronate in the Treatment of Postmenopausal Osteoporosis as Assessed over 24 Months HMR 4003M/3001.,Clinical Trial,Research,Dr. A Hodsman,Dr. T Paul Dr. R Crilly,,Aventis,
3672,"Paul, Terri",Medicine,Endocrinology,03-Feb,07-Apr,Clinical Trials,Funded,FALSE,TRUE,Principal Investigator,Multinational multicenter double blind randomized placebo controlled parallel group study assessing the efficacy of intravenous zolendronic acid in preventing subsequent osteoporotic fractures after a hip fracture. Protocol no: CZOL446H2310.,Clinical Trial,Research,Dr. A Hodsman,Dr. T Paul Dr. R Crilly,,Novartis,"$45,900.00 "
3673,"Paul, Terri",Medicine,Endocrinology,04-Nov,07-Mar,Clinical Trials,Funded,FALSE,TRUE,Principal Investigator,An Open-label study to determine how prior therapy with Alendronate or Risedronate in postmenopausal women with osteoporosis influences the clinical effectiveness of Teriparatide. HMR 4003B/4034.,Clinical Trial,Research,Dr. A Hodsman,Dr. T Paul Dr. R Crilly,,Aventis,
3674,"Paul, Terri",Medicine,Endocrinology,06-Feb,07-Mar,Clinical Trials,Funded,FALSE,TRUE,Principal Investigator,"A Randomized, Double-blind, Placebo-controlled, Parallel Group, dose finding study to investigate the safety tolerability and efficacy of Ostabolin-C™ in post-menopausal female subjects with low bone mineral density. EXTENSION STUDY",Clinical Trial,Research,Dr.A Hodsman,Dr. T Paul,,Zelos Therapeutics Inc.,
3675,"Paul, Terri",Medicine,Endocrinology,05-Jul,06-Jun,Clinical Trials,Funded,FALSE,FALSE,Co-Investigator,Methadone and Opiates Related Osteoporosis Feasibility Study.,Clinical Trial,Research,"Dr T Paul, Dr. S van Uum",Morley-Forester P Mahon J McKeough L,,MOROS,
3676,"Paul, Terri",Medicine,Endocrinology,2004,2006,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,Community Outreach Diabetes Education to Family Physicians CODE FP.,Clinical Trial,Research,Dr T Paul Dr. S Harris,,,GlaxoSmithKline,"$55,000.00 "
3677,"Paul, Terri",Medicine,Endocrinology,2003,2004,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,"An 18 month double-blind, placebo-controlled, phase III trial with a 12 month interim analysis of the effect of recombinant human parathyroid hormone (ALX1-11) on fracture incidence in women with postmenopausal osteoporosis. Protocol ALX1-11-93001.",Clinical Trial,Research,Dr A Hodsman,Dr T Paul Dr R Crilly,,NPS Allelix Corp.,"$14,781.25 "
3687,"Paul, Terri",Medicine,Endocrinology,2004,04-Jun,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,An 18-month Open Label Extension Study (OLES) of the Safety and Efficacy of Recombinant Human Parathyroid Hormone rhPTH (1-84) ALX1-11 in Women with Postmenopausal Osteoporosis Who Participated in Protocol ALX1-11-93001 Protocol CL1-11-002. 18-month study only involving randomized patients from previous study.,Clinical Trial,Research,Dr A Hodsman,Dr T Paul Dr R Crilly,,NPS Allelix Corp,"$11,643.45 "
3688,"Paul, Terri",Medicine,Endocrinology,2005,2008,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,Sequential Use of Teriparatide and Raloxifene HCL in the Treatment of Postmenopausal Women With Osteoporosis. PROTOCOL B3D-MC-GHBQ. 3 year study,Clinical Trial,Research,Dr A Hodsman,Dr T Paul Dr R Crilly,,Eli Lilly Canada Inc.,"$119,080.00 "
3689,"Paul, Terri",Medicine,Endocrinology,,,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,Fracture Incidence Reduction and Safety of TSE-424 (bazedoxifene acetate) compared to placebo and raloxifene in osteoporotic postmenopausal women. Protocol 3068A1-301-CA. 3-year study.,,,Dr A Hodsman,"TL Paul, R Crilly",,Wyeth-Ayerst,"$696,520.00 "
3690,"Paul, Terri",Medicine,Endocrinology,,,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,Continuing Outcomes Relevant to EvistaR (CORE): a study of Raloxifene HCL and Placebo in the Prevention of Invasive Breast Cancer in Postmenopausal Women with Osteoporosis. H3S-MC-GGJY.,,,Dr A Hodsman,"TL Paul, R Crilly",,Eli Lilly Canada Inc.,
3691,"Paul, Terri",Medicine,Endocrinology,,,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,Extended follow-up of patients in LY333334 trials. Protocol B3D-MC-GHBJ.,,,Dr A Hodsman,"TL Paul, R Crilly",,Eli Lilly,
3692,"Paul, Terri",Medicine,Endocrinology,2001,2010,Grants,Funded,TRUE,FALSE,Co-Investigator,Action to Control Cardiovascular Risk in Diabetes (ACCORD).,Clinical Trial,Research,Dr I Hramiak,Dr T Paul Dr Charlotte McDonald,,National Institute of Health,
3693,"Paul, Terri",Medicine,Endocrinology,2003,2003,Clinical Trials,Funded,FALSE,TRUE,Co-Investigator,"HOE 1964 – 12-week multinational, multicentre, controlled open 1:1:1 randomized parallel clinical trial to assess noninferiority between pre- and post-meal administration of HMR 1964 and pre-meal regular human insulin in subjects with type 1 diabetes mellitus receiving insulin glargine as the basal insulin therapy.",Clinical Trial,Research,Dr I Hramiak,Dr T Paul,,Aventis Pharma,
